Orthogroup	AdirusWRAIR2	LlongipalpisASM
OG0004966	ADIR005600	LOC129789674
OG0004967	ADIR001824	LOC129787927
OG0004968	ADIR003029	LOC129793568
OG0004969	ADIR010399	LOC129795964
OG0004971	ADIR002549	LOC129793004
OG0004972	ADIR006622	LOC129787187
OG0004973	ADIR008146	LOC129791605
OG0004974	ADIR007231	LOC129794133
OG0004975	ADIR010662	LOC129791412
OG0004976	ADIR005323	LOC129787320
OG0004977	ADIR006841	LOC129791609
OG0004978	ADIR002461	LOC129787957
OG0004979	ADIR002462	LOC129786316
OG0004980	ADIR009816	LOC129797837
OG0004981	ADIR004355	LOC129791765
OG0004982	ADIR004356	LOC129792684
OG0004983	ADIR009812	LOC129794017
OG0004985	ADIR009818	LOC129792691
OG0004986	ADIR009811	LOC129793990
OG0004987	ADIR011269	LOC129789422
OG0004988	ADIR011267	LOC129789431
OG0004989	ADIR011270	LOC129789398
OG0004990	ADIR011266	LOC129789412
OG0004991	ADIR015740	LOC129787560
OG0004992	ADIR001545	LOC129797757
OG0004993	ADIR002737	LOC129795718
OG0004994	ADIR001547	LOC129787551
OG0004995	ADIR002072	LOC129795899
OG0004996	ADIR002024	LOC129787503
OG0004997	ADIR002025	LOC129792028
OG0004998	ADIR002013	LOC129792110
OG0004999	ADIR002007	LOC129795704
OG0005000	ADIR002001	LOC129795618
OG0005001	ADIR001998	LOC129794410
OG0005002	ADIR016056	LOC129791911
OG0005003	ADIR001071	LOC129787449
OG0005004	ADIR016055	LOC129792487
OG0005005	ADIR001070	LOC129787442
OG0005006	ADIR004126	LOC129787455
OG0005007	ADIR011209	LOC129790234
OG0005008	ADIR000611	LOC129791384
OG0005009	ADIR011208	LOC129791357
OG0005010	ADIR011425	LOC129791345
OG0005011	ADIR011427	LOC129790162
OG0005012	ADIR011426	LOC129790282
OG0005013	ADIR011431	LOC129790229
OG0005014	ADIR000607	LOC129788659
OG0005015	ADIR011197	LOC129789007
OG0005016	ADIR011199	LOC129788931
OG0005017	ADIR011201	LOC129788870
OG0005018	ADIR004787	LOC129794096
OG0005020	ADIR006374	LOC129789128
OG0005021	ADIR011195	LOC129791730
OG0005022	ADIR006373	LOC129789601
OG0005023	ADIR011417	LOC129788966
OG0005024	ADIR015619	LOC129789149
OG0005025	ADIR005644	LOC129796814
OG0005026	ADIR005646	LOC129793779
OG0005027	ADIR005648	LOC129793839
OG0005028	ADIR005649	LOC129797605
OG0005029	ADIR004036	LOC129790980
OG0005030	ADIR004034	LOC129789691
OG0005032	ADIR010064	LOC129796779
OG0005033	ADIR010053	LOC129786587
OG0005034	ADIR010065	LOC129797187
OG0005035	ADIR010060	LOC129787324
OG0005036	ADIR006041	LOC129789124
OG0005037	ADIR006038	LOC129792160
OG0005038	ADIR016099	LOC129790410
OG0005039	ADIR006028	LOC129791071
OG0005040	ADIR006033	LOC129789019
OG0005041	ADIR006036	LOC129790748
OG0005042	ADIR006039	LOC129788355
OG0005043	ADIR005900	LOC129790124
OG0005044	ADIR008121	LOC129792301
OG0005045	ADIR008133	LOC129792789
OG0005047	ADIR008803	LOC129797041
OG0005048	ADIR008808	LOC129792752
OG0005049	ADIR008838	LOC129792594
OG0005050	ADIR008807	LOC129792696
OG0005051	ADIR016148	LOC129797693
OG0005052	ADIR008805	LOC129792699
OG0005053	ADIR008132	LOC129791768
OG0005054	ADIR008118	LOC129786683
OG0005055	ADIR005826	LOC129797008
OG0005056	ADIR005831	LOC129797340
OG0005057	ADIR007981	LOC129786413
OG0005058	ADIR005827	LOC129797047
OG0005059	ADIR005342	LOC129797251
OG0005060	ADIR005347	LOC129789796
OG0005061	ADIR007062	LOC129790293
OG0005062	ADIR011326	LOC129790475
OG0005063	ADIR005980	LOC129788951
OG0005064	ADIR005942	LOC129790058
OG0005065	ADIR007088, ADIR006688	LOC129790582
OG0005066	ADIR002142	LOC129796523
OG0005067	ADIR002066	LOC129792402
OG0005068	ADIR002067	LOC129792409
OG0005069	ADIR009379	LOC129790280
OG0005070	ADIR009305	LOC129786601
OG0005071	ADIR009381	LOC129791442
OG0005072	ADIR009306	LOC129786172
OG0005073	ADIR010004	LOC129797352
OG0005074	ADIR009380	LOC129796006
OG0005075	ADIR010009	LOC129786425
OG0005077	ADIR004797	LOC129788425
OG0005078	ADIR000703	LOC129788430
OG0005079	ADIR000694	LOC129791160
OG0005080	ADIR000700	LOC129795793
OG0005081	ADIR000699	LOC129795796
OG0005082	ADIR000704	LOC129790844
OG0005083	ADIR004780	LOC129788462
OG0005084	ADIR004796	LOC129788468
OG0005085	ADIR001967	LOC129787667
OG0005086	ADIR001968	LOC129787675
OG0005088	ADIR005840	LOC129787234
OG0005089	ADIR002865	LOC129787060
OG0005090	ADIR008538	LOC129790727
OG0005091	ADIR005839	LOC129788705
OG0005092	ADIR006713	LOC129786986
OG0005093	ADIR007728	LOC129791840
OG0005094	ADIR004164	LOC129792825
OG0005095	ADIR004169	LOC129797410
OG0005096	ADIR004168	LOC129787695
OG0005097	ADIR008819	LOC129794959
OG0005098	ADIR008818	LOC129791905
OG0005099	ADIR004155	LOC129794462
OG0005100	ADIR008820	LOC129796811
OG0005101	ADIR006651	LOC129788068
OG0005102	ADIR007967	LOC129794650
OG0005103	ADIR004163	LOC129792981
OG0005104	ADIR005737	LOC129794460
OG0005105	ADIR009645	LOC129796685
OG0005106	ADIR009637	LOC129796661
OG0005107	ADIR005736	LOC129795689
OG0005108	ADIR003365	LOC129796099
OG0005109	ADIR003303	LOC129786110
OG0005110	ADIR003304	LOC129786152
OG0005111	ADIR003364	LOC129796585
OG0005112	ADIR000453	LOC129796024
OG0005113	ADIR002779	LOC129792251
OG0005114	ADIR000454	LOC129795840
OG0005115	ADIR000452	LOC129795868
OG0005116	ADIR000451	LOC129795430
OG0005117	ADIR008994	LOC129787178
OG0005118	ADIR000813	LOC129790449
OG0005119	ADIR000928	LOC129790861
OG0005120	ADIR014073	LOC129790450
OG0005121	ADIR015961	LOC129792440
OG0005122	ADIR010345	LOC129797471
OG0005123	ADIR010330	LOC129792450
OG0005124	ADIR010347	LOC129797449
OG0005125	ADIR010350	LOC129797697
OG0005126	ADIR010349	LOC129797718
OG0005127	ADIR010346	LOC129797711
OG0005128	ADIR000274	LOC129788887
OG0005129	ADIR002229	LOC129786136
OG0005130	ADIR000272	LOC129795579
OG0005131	ADIR000466	LOC129794599
OG0005132	ADIR007115	LOC129794128
OG0005133	ADIR007116	LOC129794001
OG0005134	ADIR007121	LOC129792249
OG0005135	ADIR007118	LOC129794010
OG0005136	ADIR007124	LOC129793695
OG0005137	ADIR007122	LOC129793150
OG0005138	ADIR007120	LOC129792250
OG0005139	ADIR007125	LOC129793486
OG0005140	ADIR004050	LOC129788398
OG0005141	ADIR004049	LOC129788456
OG0005142	ADIR005960	LOC129788690
OG0005143	ADIR009930	LOC129787604
OG0005144	ADIR010326	LOC129797684
OG0005145	ADIR009933	LOC129797278
OG0005146	ADIR000120	LOC129794906
OG0005147	ADIR000122	LOC129794758
OG0005148	ADIR001125	LOC129791022
OG0005149	ADIR002980	LOC129787828
OG0005150	ADIR008329	LOC129787330
OG0005151	ADIR006467	LOC129789561
OG0005152	ADIR011703	LOC129793934
OG0005153	ADIR006154	LOC129788512
OG0005155	ADIR006153	LOC129789349
OG0005156	ADIR006183	LOC129790043
OG0005157	ADIR005923	LOC129788490
OG0005158	ADIR006168	LOC129790812
OG0005159	ADIR006846	LOC129786694
OG0005161	ADIR005498	LOC129788911
OG0005162	ADIR006844	LOC129786704
OG0005164	ADIR006845	LOC129786689
OG0005165	ADIR005501	LOC129795562
OG0005166	ADIR006848	LOC129787534
OG0005167	ADIR000922	LOC129792237
OG0005168	ADIR000925	LOC129786942
OG0005169	ADIR000531	LOC129795277
OG0005170	ADIR000228	LOC129790166
OG0005171	ADIR000227	LOC129795385
OG0005172	ADIR001830	LOC129796437
OG0005173	ADIR000385	LOC129795614
OG0005174	ADIR000554	LOC129796475
OG0005175	ADIR009683	LOC129786880, LOC129795716
OG0005176	ADIR009684	LOC129795493
OG0005177	ADIR007482	LOC129792326
OG0005178	ADIR007498	LOC129794903
OG0005179	ADIR007484	LOC129792915
OG0005180	ADIR003818	LOC129793574
OG0005181	ADIR007866	LOC129793797
OG0005182	ADIR007863	LOC129793280
OG0005183	ADIR010956	LOC129791208
OG0005184	ADIR006174	LOC129788576
OG0005185	ADIR005319	LOC129797438
OG0005187	ADIR005320	LOC129793851
OG0005188	ADIR005321	LOC129797419
OG0005189	ADIR009926	LOC129793601
OG0005190	ADIR005561	LOC129792870
OG0005191	ADIR010165	LOC129791432
OG0005192	ADIR005562	LOC129793975
OG0005193	ADIR010164	LOC129794938
OG0005194	ADIR010160	LOC129786141
OG0005195	ADIR009243	LOC129791973
OG0005196	ADIR009244	LOC129792019
OG0005197	ADIR016000	LOC129788924
OG0005198	ADIR004740	LOC129793620
OG0005199	ADIR004742	LOC129793506
OG0005200	ADIR004738	LOC129795433
OG0005201	ADIR007471	LOC129794212
OG0005202	ADIR005533	LOC129793623
OG0005203	ADIR007472	LOC129794211
OG0005204	ADIR008281	LOC129797813
OG0005205	ADIR000624	LOC129789928
OG0005206	ADIR000621	LOC129797143
OG0005207	ADIR011468	LOC129790336
OG0005208	ADIR011465	LOC129791139
OG0005209	ADIR000622	LOC129793393
OG0005210	ADIR000625	LOC129789528
OG0005211	ADIR000188	LOC129796499
OG0005212	ADIR000440	LOC129796341
OG0005213	ADIR000442	LOC129794667
OG0005214	ADIR001822	LOC129796434
OG0005215	ADIR000441	LOC129794665
OG0005216	ADIR000438	LOC129796015
OG0005217	ADIR000189	LOC129794838
OG0005218	ADIR000439	LOC129795929
OG0005219	ADIR001821	LOC129793817
OG0005220	ADIR011700	LOC129787943
OG0005221	ADIR005150	LOC129789589
OG0005222	ADIR005151	LOC129797039
OG0005223	ADIR003109	LOC129792239
OG0005224	ADIR003108	LOC129794984
OG0005226	ADIR003111	LOC129795875
OG0005227	ADIR004495	LOC129794885
OG0005228	ADIR003112	LOC129795842
OG0005229	ADIR004476	LOC129794033
OG0005230	ADIR003113	LOC129795852
OG0005231	ADIR009857	LOC129795480
OG0005232	ADIR008361	LOC129788982
OG0005233	ADIR004502	LOC129796115
OG0005234	ADIR004473	LOC129787507
OG0005235	ADIR008611	LOC129791610
OG0005236	ADIR001586	LOC129794202
OG0005237	ADIR001589	LOC129796630
OG0005238	ADIR001588	LOC129794216
OG0005239	ADIR010902	LOC129788840
OG0005240	ADIR011393	LOC129788141
OG0005241	ADIR011395	LOC129790807
OG0005242	ADIR004721	LOC129792142
OG0005243	ADIR004540	LOC129796817
OG0005245	ADIR001669	LOC129795728
OG0005246	ADIR004095	LOC129789848
OG0005247	ADIR003233	LOC129792221
OG0005248	ADIR004094	LOC129789905
OG0005249	ADIR008619	LOC129794657
OG0005250	ADIR008447	LOC129787416
OG0005251	ADIR000499	LOC129795177
OG0005252	ADIR009526	LOC129794685
OG0005253	ADIR009524	LOC129794800
OG0005254	ADIR009527	LOC129794675
OG0005255	ADIR007805	LOC129793467
OG0005256	ADIR007476	LOC129791639
OG0005257	ADIR003837	LOC129792242
OG0005258	ADIR003840	LOC129792983
OG0005259	ADIR000735	LOC129797775
OG0005260	ADIR004909	LOC129791179
OG0005261	ADIR000734	LOC129797596
OG0005262	ADIR000736	LOC129797638
OG0005263	ADIR000733	LOC129792401
OG0005264	ADIR004907	LOC129791174
OG0005265	ADIR007227	LOC129794221
OG0005266	ADIR008139	LOC129793369
OG0005267	ADIR005464	LOC129786219
OG0005268	ADIR004562	LOC129790907
OG0005269	ADIR010185	LOC129790128
OG0005270	ADIR002412	LOC129787086
OG0005271	ADIR008512	LOC129797865
OG0005272	ADIR002411	LOC129785911
OG0005273	ADIR015669	LOC129787764
OG0005274	ADIR015672	LOC129793621
OG0005275	ADIR010630	LOC129795553
OG0005276	ADIR008858	LOC129788683
OG0005277	ADIR010241	LOC129786047
OG0005278	ADIR008067	LOC129788026
OG0005279	ADIR008856	LOC129792391
OG0005280	ADIR010695	LOC129786241
OG0005281	ADIR010697	LOC129785978
OG0005282	ADIR004489	LOC129787518
OG0005283	ADIR000685	LOC129788404
OG0005284	ADIR007215	LOC129791834
OG0005285	ADIR000686	LOC129787740
OG0005286	ADIR000680	LOC129786739
OG0005287	ADIR005121	LOC129786749
OG0005288	ADIR005122	LOC129793314
OG0005289	ADIR005124	LOC129796257
OG0005290	ADIR009417	LOC129791183
OG0005291	ADIR004894	LOC129790236
OG0005292	ADIR009418	LOC129791352
OG0005293	ADIR009420	LOC129791348
OG0005294	ADIR009419	LOC129791311
OG0005295	ADIR011029	LOC129790368
OG0005296	ADIR004714	LOC129797533
OG0005297	ADIR004716	LOC129797552
OG0005298	ADIR006679	LOC129786758
OG0005299	ADIR015730	LOC129786941
OG0005300	ADIR016105	LOC129792845
OG0005301	ADIR016178	LOC129795870
OG0005302	ADIR003331	LOC129786532
OG0005303	ADIR003333	LOC129786620
OG0005304	ADIR002501	LOC129786564
OG0005305	ADIR010173	LOC129790148
OG0005306	ADIR003274	LOC129797836
OG0005307	ADIR010171	LOC129787039
OG0005308	ADIR010172	LOC129787038
OG0005309	ADIR000855	LOC129789836
OG0005310	ADIR001069	LOC129795162
OG0005313	ADIR003963	LOC129790127
OG0005314	ADIR001023	LOC129789995
OG0005315	ADIR001011	LOC129789522
OG0005316	ADIR004961	LOC129787388
OG0005317	ADIR009530	LOC129789904
OG0005318	ADIR009532	LOC129795055
OG0005319	ADIR009365	LOC129791229
OG0005320	ADIR009367	LOC129788877
OG0005321	ADIR009362	LOC129794059
OG0005323	ADIR006016	LOC129790038
OG0005325	ADIR006017	LOC129790034
OG0005326	ADIR006019	LOC129791066
OG0005327	ADIR005667	LOC129795691
OG0005328	ADIR000047	LOC129797233
OG0005329	ADIR005670	LOC129795461
OG0005330	ADIR005668	LOC129795752
OG0005331	ADIR000045	LOC129795504
OG0005332	ADIR005669	LOC129795680
OG0005333	ADIR011624	LOC129797223
OG0005334	ADIR005221	LOC129792490
OG0005335	ADIR005220	LOC129789531
OG0005336	ADIR008723	LOC129792263
OG0005337	ADIR004652	LOC129794170
OG0005338	ADIR005217	LOC129790379
OG0005339	ADIR011718	LOC129797553
OG0005340	ADIR015670	LOC129791919
OG0005341	ADIR004352	LOC129791824
OG0005342	ADIR004354	LOC129791764
OG0005343	ADIR008640	LOC129795168
OG0005344	ADIR004350	LOC129791959
OG0005345	ADIR004349	LOC129792240
OG0005346	ADIR003403	LOC129789879
OG0005347	ADIR006509	LOC129787397
OG0005348	ADIR005420	LOC129787059
OG0005349	ADIR006663	LOC129795738
OG0005350	ADIR004526	LOC129797617
OG0005351	ADIR007884	LOC129793729
OG0005352	ADIR004528	LOC129786305
OG0005353	ADIR002557	LOC129790792
OG0005354	ADIR009002	LOC129788893
OG0005355	ADIR009728	LOC129790012
OG0005356	ADIR009363	LOC129787275
OG0005357	ADIR009727	LOC129790014
OG0005358	ADIR009064	LOC129790207
OG0005359	ADIR005929	LOC129793932
OG0005360	ADIR005925	LOC129789961
OG0005361	ADIR005917	LOC129790191
OG0005362	ADIR011320	LOC129788416
OG0005363	ADIR000597	LOC129788818
OG0005364	ADIR005927	LOC129789983
OG0005365	ADIR000592	LOC129797250
OG0005366	ADIR000594	LOC129788844
OG0005367	ADIR000591	LOC129788184
OG0005368	ADIR002186	LOC129787674
OG0005369	ADIR000005	LOC129794917
OG0005370	ADIR000468	LOC129795894
OG0005371	ADIR000007	LOC129795119
OG0005372	ADIR000471	LOC129795902
OG0005373	ADIR005950	LOC129790794
OG0005374	ADIR004123	LOC129789146
OG0005375	ADIR005965	LOC129789382
OG0005376	ADIR010006	LOC129790850
OG0005377	ADIR005968	LOC129790878
OG0005378	ADIR011686	LOC129788731
OG0005379	ADIR001868	LOC129795635
OG0005380	ADIR005258	LOC129797327
OG0005381	ADIR001909	LOC129789695
OG0005382	ADIR005259	LOC129797326
OG0005383	ADIR015889	LOC129791288
OG0005384	ADIR006289	LOC129790324
OG0005385	ADIR015883, ADIR016101	LOC129793236
OG0005386	ADIR011202	LOC129789020
OG0005387	ADIR015917	LOC129795683
OG0005389	ADIR007294	LOC129793310
OG0005390	ADIR007316	LOC129792542
OG0005392	ADIR004604	LOC129789312
OG0005393	ADIR001513	LOC129785861
OG0005394	ADIR001114	LOC129790031
OG0005395	ADIR005316	LOC129794961
OG0005396	ADIR010561	LOC129796440
OG0005397	ADIR010563	LOC129786923
OG0005398	ADIR002651	LOC129786862
OG0005399	ADIR002653	LOC129786628
OG0005400	ADIR004478	LOC129791802
OG0005401	ADIR002824	LOC129793842
OG0005402	ADIR009013	LOC129792860
OG0005403	ADIR010325	LOC129789586
OG0005404	ADIR009919	LOC129788929
OG0005405	ADIR003928	LOC129791147
OG0005406	ADIR002475	LOC129793781
OG0005407	ADIR011643	LOC129789435
OG0005408	ADIR009866	LOC129797483
OG0005409	ADIR009870	LOC129797516
OG0005410	ADIR006393	LOC129787642
OG0005411	ADIR009869	LOC129797513
OG0005412	ADIR010067	LOC129797195
OG0005413	ADIR009865	LOC129794924
OG0005414	ADIR009864	LOC129797764, LOC129797762
OG0005415	ADIR006392	LOC129795581
OG0005416	ADIR009863	LOC129788059
OG0005417	ADIR003256, ADIR003255	LOC129786335
OG0005418	ADIR003248	LOC129793917
OG0005419	ADIR004579	LOC129797794
OG0005420	ADIR003253	LOC129786337
OG0005421	ADIR003252	LOC129786333
OG0005422	ADIR004577	LOC129793311
OG0005423	ADIR003250	LOC129794883
OG0005424	ADIR003246	LOC129786327
OG0005425	ADIR002697	LOC129793170
OG0005426	ADIR002076	LOC129794891
OG0005428	ADIR003051	LOC129787599
OG0005429	ADIR015502	LOC129797305
OG0005430	ADIR003040	LOC129796928
OG0005431	ADIR003036	LOC129795741
OG0005432	ADIR003054	LOC129796984
OG0005433	ADIR003049	LOC129797295
OG0005434	ADIR003053	LOC129797232
OG0005435	ADIR003042	LOC129793364
OG0005436	ADIR003038	LOC129791944
OG0005437	ADIR003058	LOC129787119
OG0005438	ADIR009414	LOC129790909
OG0005440	ADIR008231	LOC129795940
OG0005441	ADIR008232	LOC129786420
OG0005442	ADIR010623	LOC129796513
OG0005443	ADIR008351	LOC129793918
OG0005444	ADIR015979	LOC129796960
OG0005445	ADIR010333	LOC129791092
OG0005446	ADIR010339	LOC129786233
OG0005448	ADIR003073	LOC129787666
OG0005449	ADIR010337	LOC129796962
OG0005450	ADIR010336	LOC129796965
OG0005451	ADIR010338	LOC129786250
OG0005452	ADIR015980	LOC129793935
OG0005453	ADIR014899	LOC129793813
OG0005454	ADIR010332	LOC129796963
OG0005455	ADIR004100	LOC129788151
OG0005456	ADIR009160	LOC129796529
OG0005458	ADIR000027	LOC129796642
OG0005459	ADIR004029	LOC129789623
OG0005460	ADIR006774	LOC129790601
OG0005461	ADIR006777	LOC129790604
OG0005462	ADIR004027	LOC129789776
OG0005463	ADIR006778	LOC129794714
OG0005464	ADIR006607	LOC129790643
OG0005465	ADIR015697	LOC129791869
OG0005466	ADIR008023	LOC129793571
OG0005467	ADIR010574	LOC129790436
OG0005468	ADIR010575	LOC129797217
OG0005469	ADIR008259	LOC129790796
OG0005470	ADIR010581	LOC129787106
OG0005471	ADIR010579	LOC129788625
OG0005472	ADIR010570	LOC129793108
OG0005473	ADIR000030	LOC129786244
OG0005474	ADIR000036	LOC129794922
OG0005475	ADIR000032	LOC129794698
OG0005476	ADIR000028	LOC129795448
OG0005477	ADIR000039	LOC129795407
OG0005478	ADIR000041	LOC129796498
OG0005479	ADIR000038	LOC129796491
OG0005481	ADIR001311	LOC129788031, LOC129790520
OG0005482	ADIR001467	LOC129790815
OG0005483	ADIR011751	LOC129790519
OG0005484	ADIR001315	LOC129790518
OG0005485	ADIR006671	LOC129795512
OG0005486	ADIR001498	LOC129789749
OG0005487	ADIR004038	LOC129790385
OG0005488	ADIR004678	LOC129789816
OG0005490	ADIR007015	LOC129793313
OG0005491	ADIR007018	LOC129787512
OG0005492	ADIR007019	LOC129789750
OG0005493	ADIR015903	LOC129790350
OG0005494	ADIR007014	LOC129787010
OG0005495	ADIR006227	LOC129791429
OG0005496	ADIR006223	LOC129788906
OG0005497	ADIR006219	LOC129790784
OG0005498	ADIR006224	LOC129788888
OG0005499	ADIR006222	LOC129790788
OG0005500	ADIR006228	LOC129789676
OG0005501	ADIR006220	LOC129790791
OG0005502	ADIR006226	LOC129789668
OG0005503	ADIR000840	LOC129787533
OG0005505	ADIR006394	LOC129786517
OG0005506	ADIR003921	LOC129789031
OG0005507	ADIR011688	LOC129788960
OG0005508	ADIR006397	LOC129795845
OG0005509	ADIR006396	LOC129795885
OG0005510	ADIR001565	LOC129792724
OG0005511	ADIR010719	LOC129791843
OG0005512	ADIR011518	LOC129793493
OG0005513	ADIR001980	LOC129795412
OG0005514	ADIR001982	LOC129796704
OG0005515	ADIR000328	LOC129795440
OG0005516	ADIR000489	LOC129795653
OG0005517	ADIR015995	LOC129790819
OG0005518	ADIR011124	LOC129791166
OG0005519	ADIR011132	LOC129790608
OG0005520	ADIR011133	LOC129790917
OG0005521	ADIR011134	LOC129790863
OG0005522	ADIR011131	LOC129790391
OG0005523	ADIR015987	LOC129790525
OG0005524	ADIR011250	LOC129787795
OG0005525	ADIR011130	LOC129790097
OG0005526	ADIR005406	LOC129788047
OG0005527	ADIR005409	LOC129797862
OG0005528	ADIR006064	LOC129788052
OG0005529	ADIR006065	LOC129789710
OG0005530	ADIR006060	LOC129790197
OG0005531	ADIR007892	LOC129788002
OG0005532	ADIR008062	LOC129786456
OG0005533	ADIR008659	LOC129787961
OG0005534	ADIR016080	LOC129786409
OG0005535	ADIR010541	LOC129787830
OG0005536	ADIR010543	LOC129797669
OG0005537	ADIR010551	LOC129790257
OG0005538	ADIR010546	LOC129790048
OG0005539	ADIR010545	LOC129790286
OG0005540	ADIR001089	LOC129788049
OG0005541	ADIR007792	LOC129794327
OG0005542	ADIR007791	LOC129794326
OG0005543	ADIR007789	LOC129792636
OG0005544	ADIR007793	LOC129794329
OG0005545	ADIR004917	LOC129791028
OG0005546	ADIR005116	LOC129792157
OG0005547	ADIR003205	LOC129795982
OG0005548	ADIR003206	LOC129795925
OG0005549	ADIR003202	LOC129795485
OG0005550	ADIR003214	LOC129786803
OG0005551	ADIR002260	LOC129789063
OG0005552	ADIR010153	LOC129796370
OG0005553	ADIR001894	LOC129787473
OG0005554	ADIR009505	LOC129796358
OG0005555	ADIR000268	LOC129789355
OG0005556	ADIR001895	LOC129795431
OG0005557	ADIR009504	LOC129795498
OG0005558	ADIR001893	LOC129794806
OG0005559	ADIR001890	LOC129795966
OG0005560	ADIR009652	LOC129796495
OG0005561	ADIR000213	LOC129786108
OG0005563	ADIR009449	LOC129796624
OG0005564	ADIR009447	LOC129795360
OG0005566	ADIR009444	LOC129794933
OG0005567	ADIR009446	LOC129795265
OG0005568	ADIR001619	LOC129792199
OG0005569	ADIR001618	LOC129793234
OG0005570	ADIR001620	LOC129792196
OG0005571	ADIR001617	LOC129793204
OG0005572	ADIR006466	LOC129788346
OG0005573	ADIR010602	LOC129796149
OG0005574	ADIR010593	LOC129797503
OG0005575	ADIR006526	LOC129796438
OG0005576	ADIR010595	LOC129797622
OG0005577	ADIR010594	LOC129797735
OG0005578	ADIR010601	LOC129796207
OG0005579	ADIR010596	LOC129789318
