Orthogroup	AsinensisChina	LlongipalpisASM
OG0002608	ASIC008013, ASIC008014	LOC129795860
OG0002609	ASIC020088, ASIC020087	LOC129787569
OG0002610	ASIC008004	LOC129796402
OG0002611	ASIC018495	LOC129793043
OG0002612	ASIC016479	LOC129791612
OG0002613	ASIC021728, ASIC021739	LOC129795404
OG0002614	ASIC008403	LOC129797182
OG0002615	ASIC008433	LOC129797181
OG0002616	ASIC008407	LOC129796842
OG0002617	ASIC008404	LOC129797184
OG0002618	ASIC013458	LOC129791551
OG0002619	ASIC013457	LOC129788926
OG0002620	ASIC013456, ASIC013454	LOC129795615
OG0002623	ASIC012655	LOC129787768
OG0002624	ASIC013315	LOC129786992, LOC129786328
OG0002625	ASIC011971	LOC129786062
OG0002626	ASIC003204	LOC129795487
OG0002627	ASIC011007	LOC129787922
OG0002628	ASIC011005, ASIC011004	LOC129787925
OG0002629	ASIC006101	LOC129786702
OG0002630	ASIC006121	LOC129786685
OG0002631	ASIC006602	LOC129788511
OG0002633	ASIC010828	LOC129797512
OG0002634	ASIC010829	LOC129790315
OG0002635	ASIC013940	LOC129797851, LOC129785829
OG0002636	ASIC019086, ASIC019085	LOC129792847
OG0002637	ASIC021355	LOC129797840
OG0002638	ASIC015907	LOC129792613
OG0002639	ASIC005692, ASIC007594	LOC129789068
OG0002640	ASIC002799	LOC129789037
OG0002642	ASIC002803	LOC129793351
OG0002643	ASIC002802	LOC129790204
OG0002644	ASIC007237	LOC129791074
OG0002645	ASIC007233	LOC129788894
OG0002646	ASIC007226	LOC129786831
OG0002647	ASIC007239	LOC129791760
OG0002648	ASIC007234	LOC129788889
OG0002649	ASIC019374	LOC129795280
OG0002650	ASIC009533	LOC129792891
OG0002651	ASIC017006	LOC129797255
OG0002652	ASIC008503	LOC129793155
OG0002653	ASIC008452	LOC129786439
OG0002654	ASIC011225	LOC129796350
OG0002655	ASIC009782	LOC129797444
OG0002656	ASIC008428	LOC129797614
OG0002657	ASIC006434	LOC129790444
OG0002658	ASIC010728	LOC129790596
OG0002659	ASIC010904	LOC129787735
OG0002660	ASIC000609	LOC129790510
OG0002661	ASIC007451	LOC129793449
OG0002662	ASIC015452	LOC129796043
OG0002663	ASIC022355	LOC129795117
OG0002664	ASIC017789	LOC129795846
OG0002665	ASIC007155	LOC129790789
OG0002666	ASIC007470, ASIC007471	LOC129789285
OG0002667	ASIC002855	LOC129793016
OG0002668	ASIC002858	LOC129792492
OG0002669	ASIC002857	LOC129792498
OG0002671	ASIC002862	LOC129786442
OG0002672	ASIC002861	LOC129793309
OG0002673	ASIC007106	LOC129789428
OG0002674	ASIC020385	LOC129786408
OG0002675	ASIC003912	LOC129791192
OG0002676	ASIC020231	LOC129786852
OG0002677	ASIC020104, ASIC020103	LOC129788928
OG0002678	ASIC007572	LOC129790563
OG0002679	ASIC011465	LOC129795610
OG0002680	ASIC014841, ASIC014840	LOC129786050
OG0002681	ASIC022212	LOC129795560
OG0002682	ASIC008341	LOC129797445
OG0002683	ASIC008343	LOC129797291
OG0002684	ASIC008339, ASIC008340	LOC129792912
OG0002685	ASIC008155	LOC129787159
OG0002688	ASIC008192	LOC129793915, LOC129786178
OG0002691	ASIC009526	LOC129785946
OG0002692	ASIC008569, ASIC008580	LOC129788981
OG0002693	ASIC016186	LOC129789775
OG0002694	ASIC010636	LOC129788636
OG0002695	ASIC009649	LOC129789873
OG0002696	ASIC018680	LOC129792253
OG0002697	ASIC021647	LOC129789854
OG0002698	ASIC021642	LOC129795178
OG0002699	ASIC019318	LOC129787504
OG0002701	ASIC012958	LOC129791883
OG0002702	ASIC020463	LOC129793902, LOC129786946
OG0002703	ASIC012581	LOC129786645
OG0002704	ASIC012577	LOC129786726
OG0002705	ASIC014274	LOC129787415
OG0002706	ASIC002702	LOC129791437
OG0002707	ASIC008788	LOC129786763
OG0002708	ASIC003654	LOC129789791
OG0002709	ASIC009711	LOC129790141
OG0002710	ASIC014050	LOC129790160
OG0002711	ASIC009572, ASIC009574	LOC129789270
OG0002712	ASIC015787	LOC129790801
OG0002713	ASIC012200	LOC129792917, LOC129797476
OG0002714	ASIC021175	LOC129791727
OG0002715	ASIC021173, ASIC021171	LOC129793361
OG0002716	ASIC021174	LOC129787000
OG0002718	ASIC016797	LOC129792901
OG0002719	ASIC018140	LOC129795851
OG0002720	ASIC018143, ASIC018142	LOC129796584
OG0002722	ASIC017293	LOC129791942
OG0002723	ASIC014577	LOC129792821, LOC129791408
OG0002724	ASIC016826	LOC129793129
OG0002725	ASIC009831, ASIC009832	LOC129796533
OG0002726	ASIC013430	LOC129792647, LOC129792670
OG0002728	ASIC013884	LOC129794945
OG0002729	ASIC013919	LOC129796594
OG0002730	ASIC013888	LOC129794886
OG0002731	ASIC013918	LOC129796598
OG0002732	ASIC016541	LOC129792070, LOC129792080
OG0002733	ASIC002371	LOC129796487
OG0002734	ASIC007018	LOC129788008
OG0002735	ASIC007011	LOC129790711
OG0002736	ASIC002628	LOC129791964
OG0002737	ASIC017629	LOC129788988, LOC129788983
OG0002738	ASIC017619	LOC129792731
OG0002739	ASIC011276	LOC129795470
OG0002740	ASIC015561	LOC129787546
OG0002741	ASIC015555	LOC129796250
OG0002743	ASIC010972	LOC129793895
OG0002744	ASIC006215	LOC129786920
OG0002745	ASIC014048	LOC129789998
OG0002746	ASIC012530	LOC129790464
OG0002747	ASIC011725	LOC129788797
OG0002748	ASIC008810	LOC129788684, LOC129794873
OG0002749	ASIC007786	LOC129793463
OG0002750	ASIC012557	LOC129795625
OG0002751	ASIC008850	LOC129795779
OG0002752	ASIC008854	LOC129790741
OG0002753	ASIC014650	LOC129788737
OG0002754	ASIC010054	LOC129790083
OG0002755	ASIC009615	LOC129791336
OG0002756	ASIC015056	LOC129792397
OG0002757	ASIC015058	LOC129792360
OG0002758	ASIC018925	LOC129792701
OG0002759	ASIC018928	LOC129793350
OG0002760	ASIC018927	LOC129793365
OG0002762	ASIC014207	LOC129788621
OG0002763	ASIC014199	LOC129788613
OG0002764	ASIC011047	LOC129797029
OG0002765	ASIC019211	LOC129795195
OG0002766	ASIC019281	LOC129786616
OG0002767	ASIC003805	LOC129793377
OG0002768	ASIC003810	LOC129787001
OG0002769	ASIC003808	LOC129791728
OG0002770	ASIC011048	LOC129793944
OG0002771	ASIC021873	LOC129787983
OG0002772	ASIC014852	LOC129796663, LOC129788065
OG0002773	ASIC004353	LOC129791382
OG0002774	ASIC020679	LOC129788565
OG0002775	ASIC013500	LOC129796392
OG0002776	ASIC008216	LOC129789187
OG0002777	ASIC008310, ASIC008311	LOC129793481
OG0002779	ASIC017803	LOC129786111
OG0002780	ASIC017775	LOC129796617
OG0002781	ASIC012593	LOC129791319
OG0002782	ASIC014915	LOC129792275
OG0002783	ASIC007595	LOC129789142
OG0002784	ASIC020418	LOC129786297
OG0002785	ASIC004821	LOC129797710, LOC129788023
OG0002786	ASIC014390	LOC129797126
OG0002787	ASIC015328	LOC129790695
OG0002788	ASIC007129	LOC129789942
OG0002789	ASIC011845	LOC129786363
OG0002790	ASIC004010, ASIC004011	LOC129786777
OG0002791	ASIC009887	LOC129793562
OG0002792	ASIC004612	LOC129785974
OG0002793	ASIC003490	LOC129788547, LOC129789095
OG0002794	ASIC005226	LOC129786025
OG0002795	ASIC004951	LOC129796476
OG0002796	ASIC018289, ASIC018290	LOC129794862
OG0002800	ASIC003098	LOC129793431
OG0002801	ASIC003096	LOC129791663
OG0002802	ASIC015885	LOC129797288
OG0002803	ASIC016970	LOC129790627
OG0002805	ASIC013492	LOC129797319
OG0002806	ASIC013493	LOC129786563
OG0002807	ASIC013434	LOC129787778
OG0002808	ASIC011397	LOC129786693, LOC129786692
OG0002809	ASIC011400	LOC129786654, LOC129786663
OG0002810	ASIC011398	LOC129786697, LOC129786696
OG0002811	ASIC018521	LOC129793288
OG0002812	ASIC018522	LOC129793289
OG0002813	ASIC004458	LOC129790039
OG0002814	ASIC010067	LOC129793784
OG0002816	ASIC010066, ASIC010065	LOC129786782
OG0002817	ASIC005530	LOC129788602
OG0002818	ASIC014105	LOC129791026
OG0002819	ASIC003034	LOC129787752
OG0002820	ASIC015095	LOC129787184
OG0002821	ASIC009979	LOC129794316, LOC129791451
OG0002822	ASIC008261	LOC129793778
OG0002823	ASIC013702	LOC129791778
OG0002824	ASIC002485	LOC129786477
OG0002825	ASIC005535	LOC129786000
OG0002826	ASIC002574	LOC129786752
OG0002827	ASIC021410	LOC129789023
OG0002828	ASIC016867	LOC129797776
OG0002829	ASIC004075	LOC129787997
OG0002830	ASIC004076	LOC129797619
OG0002831	ASIC004061	LOC129790159
OG0002832	ASIC010374	LOC129786018
OG0002833	ASIC008168, ASIC008169	LOC129793342
OG0002834	ASIC008172, ASIC008173	LOC129789051
OG0002835	ASIC005399	LOC129786727
OG0002836	ASIC019311	LOC129796863
OG0002837	ASIC019310	LOC129786034
OG0002838	ASIC019690	LOC129793177
OG0002839	ASIC004874	LOC129791675
OG0002840	ASIC004879, ASIC004878	LOC129788524
OG0002841	ASIC011568	LOC129786444
OG0002842	ASIC011557	LOC129786494
OG0002843	ASIC011546	LOC129794968
OG0002844	ASIC011524	LOC129795160
OG0002845	ASIC018518	LOC129793707
OG0002846	ASIC020409	LOC129791216
OG0002847	ASIC003296	LOC129785970
OG0002849	ASIC019466	LOC129796218
OG0002850	ASIC019469	LOC129795051
OG0002851	ASIC018923	LOC129792323, LOC129796542
OG0002852	ASIC018916	LOC129792635, LOC129792304
OG0002853	ASIC018924	LOC129786842
OG0002854	ASIC020582, ASIC020586	LOC129786705
OG0002855	ASIC006157	LOC129787237
OG0002856	ASIC014243	LOC129786313
OG0002857	ASIC014338	LOC129792161, LOC129792163
OG0002858	ASIC007067, ASIC001983	LOC129794426
OG0002859	ASIC007066	LOC129794629
OG0002860	ASIC014845	LOC129789415
OG0002862	ASIC006726	LOC129788997
OG0002863	ASIC018624	LOC129792280
OG0002864	ASIC003485	LOC129786261
OG0002865	ASIC020732, ASIC020730	LOC129789004
OG0002866	ASIC020741	LOC129790082, LOC129790081
OG0002867	ASIC015779	LOC129788652
OG0002868	ASIC005136	LOC129789986
OG0002869	ASIC005222	LOC129790259
OG0002870	ASIC015052	LOC129792649
OG0002871	ASIC015483	LOC129789583
OG0002873	ASIC017226	LOC129791558
OG0002874	ASIC013516	LOC129789319
OG0002875	ASIC019599	LOC129792121
OG0002876	ASIC011764	LOC129793479
OG0002877	ASIC020070	LOC129793928
OG0002878	ASIC014747	LOC129790974
OG0002879	ASIC006465	LOC129790787
OG0002880	ASIC002239	LOC129791355
OG0002881	ASIC002244	LOC129790489
OG0002882	ASIC006154	LOC129797249
OG0002884	ASIC004634	LOC129786090
OG0002885	ASIC018336	LOC129796025
OG0002886	ASIC013217	LOC129786391
OG0002887	ASIC015032	LOC129793125
OG0002889	ASIC003668	LOC129797448, LOC129795186
OG0002890	ASIC011322	LOC129791184
OG0002891	ASIC013219	LOC129791210
OG0002892	ASIC011321	LOC129789758
OG0002893	ASIC013208	LOC129791190
OG0002895	ASIC017352	LOC129792443
OG0002896	ASIC020992, ASIC020991	LOC129793720
OG0002897	ASIC003795	LOC129793126
OG0002898	ASIC003762	LOC129791876
OG0002899	ASIC010697	LOC129790011
OG0002900	ASIC022314	LOC129797107
OG0002901	ASIC013542	LOC129790312
OG0002902	ASIC013548	LOC129790460
OG0002903	ASIC013538	LOC129789996
OG0002904	ASIC017407	LOC129790987
OG0002905	ASIC012860	LOC129790206
OG0002906	ASIC012856	LOC129797152
OG0002907	ASIC009178	LOC129797150
OG0002908	ASIC004628	LOC129787611
OG0002910	ASIC004658	LOC129788196
OG0002911	ASIC016888	LOC129787064
OG0002912	ASIC008034	LOC129793742
OG0002913	ASIC013259	LOC129797423
OG0002914	ASIC016771	LOC129792806
OG0002915	ASIC011218	LOC129795559
OG0002916	ASIC001366	LOC129787073
OG0002917	ASIC004104	LOC129786859, LOC129786860, LOC129794526
OG0002918	ASIC013480, ASIC013479	LOC129796981
OG0002919	ASIC007087	LOC129797110
OG0002920	ASIC021923	LOC129786200
OG0002921	ASIC009054	LOC129790692
OG0002922	ASIC010247	LOC129790133
OG0002923	ASIC014118	LOC129791097
OG0002924	ASIC007264	LOC129787640
OG0002925	ASIC008189, ASIC017143	LOC129793884
OG0002926	ASIC005021	LOC129794864
OG0002927	ASIC018070	LOC129786157
OG0002928	ASIC018059, ASIC018081	LOC129792207
OG0002929	ASIC019260	LOC129787658, LOC129793853
OG0002930	ASIC008239	LOC129786728
OG0002931	ASIC002050	LOC129793242
OG0002932	ASIC014440	LOC129790337
OG0002933	ASIC007800	LOC129790934
OG0002934	ASIC008903	LOC129791019
OG0002935	ASIC010925	LOC129787903
OG0002936	ASIC004970	LOC129794639
OG0002937	ASIC016717	LOC129792924
OG0002938	ASIC016713	LOC129793802
OG0002939	ASIC019165	LOC129787252
OG0002941	ASIC013381, ASIC013382	LOC129786786
OG0002942	ASIC003760, ASIC003761	LOC129792838
OG0002943	ASIC018798	LOC129792526
OG0002944	ASIC015898	LOC129796611
OG0002945	ASIC017930	LOC129790856
OG0002946	ASIC011277	LOC129795853
OG0002947	ASIC017812	LOC129790151
OG0002948	ASIC005496	LOC129789980
OG0002949	ASIC011832	LOC129786583
OG0002950	ASIC009342	LOC129796834
OG0002951	ASIC005498	LOC129789058
OG0002952	ASIC017139	LOC129794318
OG0002953	ASIC018599	LOC129789809
OG0002954	ASIC006244	LOC129789971
OG0002955	ASIC016039	LOC129792132
OG0002956	ASIC000816	LOC129797547
OG0002958	ASIC015440	LOC129795489
OG0002959	ASIC019400	LOC129796064
OG0002960	ASIC018184	LOC129796209
OG0002961	ASIC008116, ASIC008117	LOC129795590
OG0002962	ASIC011756, ASIC011754	LOC129791664
OG0002963	ASIC011759	LOC129791660
OG0002964	ASIC018354	LOC129794845
OG0002965	ASIC006699	LOC129795600, LOC129788408
OG0002966	ASIC018078	LOC129786452, LOC129786099
OG0002968	ASIC020111	LOC129796883
OG0002969	ASIC010413	LOC129792488
OG0002970	ASIC014324	LOC129793726
OG0002971	ASIC014862, ASIC014863	LOC129786829
OG0002972	ASIC009530	LOC129785938
OG0002973	ASIC006755	LOC129789778, LOC129791010
OG0002974	ASIC005994	LOC129795856
OG0002975	ASIC005996	LOC129793741
OG0002976	ASIC019249	LOC129792878
OG0002977	ASIC003336	LOC129796545
OG0002978	ASIC011034, ASIC005376	LOC129789615
OG0002979	ASIC019397	LOC129788858
OG0002980	ASIC010372	LOC129786355
OG0002981	ASIC010368	LOC129786371
OG0002983	ASIC020890	LOC129795705
OG0002984	ASIC014696	LOC129786407
OG0002985	ASIC003006	LOC129792002
OG0002986	ASIC019133	LOC129793417
OG0002988	ASIC014265	LOC129787360, LOC129787361
OG0002989	ASIC000617	LOC129790870
OG0002990	ASIC012489	LOC129786590
OG0002991	ASIC014661	LOC129789568
OG0002992	ASIC004481	LOC129788967
OG0002993	ASIC019228, ASIC019226	LOC129793599
OG0002994	ASIC018177	LOC129796444, LOC129791956
OG0002995	ASIC016757	LOC129792226
OG0002996	ASIC001516	LOC129788666
OG0002997	ASIC001517	LOC129791108
OG0002998	ASIC009547	LOC129789573
OG0002999	ASIC012786	LOC129791320
OG0003000	ASIC006164	LOC129790339
OG0003001	ASIC006161	LOC129797611, LOC129792456
OG0003002	ASIC006165	LOC129789739
OG0003003	ASIC006162	LOC129788207
OG0003004	ASIC008721	LOC129787168
OG0003006	ASIC012946	LOC129791568
OG0003007	ASIC015882, ASIC015883	LOC129794635
OG0003008	ASIC003713, ASIC003820	LOC129787635
OG0003009	ASIC011587	LOC129786478
OG0003010	ASIC011586	LOC129786417
OG0003011	ASIC011234	LOC129797268
OG0003012	ASIC017335, ASIC016920	LOC129789297
OG0003013	ASIC009638	LOC129790965
OG0003014	ASIC008222	LOC129787659
OG0003015	ASIC009856	LOC129793640
OG0003016	ASIC009854	LOC129793647
OG0003017	ASIC011309	LOC129789899
OG0003018	ASIC010205	LOC129794195
OG0003019	ASIC011592	LOC129786343
OG0003020	ASIC012837	LOC129790843
OG0003022	ASIC012648	LOC129788032
OG0003023	ASIC017186	LOC129795173
OG0003024	ASIC022272, ASIC011043	LOC129788817
OG0003026	ASIC017973	LOC129794516
OG0003027	ASIC017967	LOC129795540
OG0003028	ASIC017972	LOC129796368
OG0003029	ASIC007506, ASIC007505	LOC129789352
OG0003030	ASIC013039	LOC129795278
OG0003031	ASIC017338	LOC129789863
OG0003032	ASIC005873, ASIC005872	LOC129789442
OG0003033	ASIC011755	LOC129797206
OG0003034	ASIC008144	LOC129793185
OG0003035	ASIC019960	LOC129796018
OG0003036	ASIC019959	LOC129792230
OG0003037	ASIC016588	LOC129791650
OG0003038	ASIC016590	LOC129791653
OG0003039	ASIC005680	LOC129785954
OG0003040	ASIC021701	LOC129786166
OG0003041	ASIC009123	LOC129795334
OG0003042	ASIC012047, ASIC012048	LOC129791426
OG0003043	ASIC012043	LOC129792428
OG0003044	ASIC012046	LOC129791424, LOC129789910
OG0003045	ASIC019210	LOC129797170
OG0003046	ASIC019989	LOC129796994
OG0003047	ASIC011771	LOC129793203
OG0003048	ASIC014378, ASIC001680	LOC129790686
OG0003049	ASIC003682	LOC129792828
OG0003050	ASIC018006	LOC129796489, LOC129796488
OG0003051	ASIC012315, ASIC012318	LOC129787493
OG0003052	ASIC011187	LOC129795670
OG0003053	ASIC014882	LOC129793528
OG0003054	ASIC011152	LOC129786220
OG0003055	ASIC003782	LOC129792466
OG0003056	ASIC000611, ASIC000622	LOC129790652
OG0003057	ASIC019098	LOC129792575
OG0003059	ASIC006894	LOC129788647
OG0003060	ASIC006236	LOC129788725
OG0003061	ASIC015922	LOC129796452
OG0003062	ASIC020179	LOC129786248
OG0003063	ASIC022344	LOC129796271
OG0003064	ASIC017983	LOC129791782
OG0003065	ASIC008898	LOC129788913
OG0003066	ASIC013815	LOC129787217
OG0003067	ASIC003642	LOC129796885
OG0003068	ASIC004913	LOC129788073
OG0003069	ASIC010245	LOC129788549
OG0003070	ASIC011824	LOC129796920
OG0003071	ASIC015308	LOC129787259
OG0003072	ASIC006518	LOC129793772
OG0003073	ASIC016707	LOC129792693
OG0003074	ASIC008494, ASIC004520	LOC129790396
OG0003075	ASIC014483	LOC129790479, LOC129796240
OG0003077	ASIC008380	LOC129795110
OG0003078	ASIC021182	LOC129793834
OG0003079	ASIC013632	LOC129791418
OG0003080	ASIC012920	LOC129791312
OG0003081	ASIC020174	LOC129787542
OG0003082	ASIC014154	LOC129788138
OG0003083	ASIC021594	LOC129787213
OG0003084	ASIC008431	LOC129797118
OG0003085	ASIC011521	LOC129787745
OG0003086	ASIC014061	LOC129788010
OG0003087	ASIC019269	LOC129795730
OG0003088	ASIC005236	LOC129797109
OG0003089	ASIC008804	LOC129797092
OG0003090	ASIC009516	LOC129789223
OG0003091	ASIC012950	LOC129788624, LOC129792268
OG0003092	ASIC014676	LOC129790623
OG0003094	ASIC018255	LOC129796568
OG0003095	ASIC012143	LOC129793669
OG0003096	ASIC016881	LOC129795628
OG0003097	ASIC012096	LOC129790194
OG0003098	ASIC008752	LOC129797399
OG0003099	ASIC019700	LOC129794087
OG0003100	ASIC003089	LOC129794227
OG0003101	ASIC003320	LOC129786158
OG0003102	ASIC003447	LOC129793981
OG0003103	ASIC017259	LOC129797781
OG0003105	ASIC017257	LOC129788518
OG0003107	ASIC002410	LOC129793394
OG0003108	ASIC019039	LOC129792708
OG0003109	ASIC006305	LOC129794797, LOC129794798
OG0003110	ASIC017070	LOC129787268
OG0003111	ASIC018246	LOC129789009
OG0003113	ASIC012481	LOC129792807, LOC129786486
OG0003114	ASIC011801	LOC129795652
OG0003115	ASIC014247	LOC129787323
OG0003116	ASIC009284	LOC129792707
OG0003117	ASIC017346	LOC129789618, LOC129793425
OG0003118	ASIC018938	LOC129796985
OG0003119	ASIC011781	LOC129793173
OG0003120	ASIC018814	LOC129794070
OG0003121	ASIC016819, ASIC016818	LOC129794254
OG0003122	ASIC006283	LOC129789366
OG0003123	ASIC016489	LOC129793142
OG0003124	ASIC012597	LOC129791185
OG0003125	ASIC014307	LOC129787749
OG0003126	ASIC012580	LOC129786276
OG0003127	ASIC006583	LOC129791027
OG0003128	ASIC020350, ASIC016055	LOC129793397
OG0003129	ASIC011943	LOC129786515
OG0003130	ASIC020764	LOC129789190
OG0003131	ASIC009513	LOC129789224
OG0003132	ASIC014337	LOC129787853
OG0003133	ASIC002562	LOC129790111
OG0003134	ASIC016788	LOC129787419
OG0003135	ASIC013471	LOC129787771
OG0003136	ASIC004519	LOC129791157
OG0003137	ASIC015139	LOC129793032
OG0003138	ASIC018096	LOC129795924
OG0003139	ASIC009118	LOC129793427
OG0003140	ASIC021929	LOC129788841
OG0003141	ASIC015620	LOC129796087
OG0003142	ASIC002418	LOC129797460
OG0003144	ASIC013142	LOC129788958
OG0003145	ASIC003172	LOC129792795
OG0003146	ASIC011823	LOC129796919
OG0003147	ASIC008417	LOC129796973
OG0003148	ASIC013011	LOC129789320
OG0003149	ASIC014491, ASIC014492	LOC129794835
OG0003150	ASIC000613	LOC129790891
OG0003151	ASIC011452	LOC129787300
OG0003152	ASIC020336	LOC129787309, LOC129788557
OG0003153	ASIC010341	LOC129786647
OG0003154	ASIC007321, ASIC007322	LOC129790320
OG0003155	ASIC021333	LOC129792630
OG0003156	ASIC021003	LOC129786732, LOC129796870
OG0003157	ASIC007160	LOC129787019
OG0003158	ASIC019332	LOC129793186, LOC129790185
OG0003159	ASIC012231	LOC129793340
OG0003160	ASIC020852	LOC129788045
OG0003161	ASIC017915, ASIC022097, ASIC009593	LOC129790446
OG0003162	ASIC011049	LOC129788603
OG0003163	ASIC012736	LOC129786353
OG0003164	ASIC006230, ASIC006231	LOC129793880
OG0003165	ASIC020608	LOC129795263
OG0003166	ASIC014446, ASIC014447	LOC129790253
OG0003168	ASIC019609, ASIC020019	LOC129786255
OG0003169	ASIC010468	LOC129791797
OG0003170	ASIC020929	LOC129786291
OG0003171	ASIC018812, ASIC018816	LOC129794181
OG0003172	ASIC011303	LOC129795837
OG0003173	ASIC019724, ASIC019725	LOC129792092
OG0003174	ASIC009285	LOC129792711
OG0003176	ASIC011821	LOC129796918
OG0003177	ASIC018373	LOC129795458
OG0003178	ASIC004620, ASIC020398	LOC129787427
OG0003179	ASIC015709	LOC129797420
OG0003180	ASIC012857	LOC129790826
OG0003181	ASIC007302	LOC129790232, LOC129790291
OG0003182	ASIC006852	LOC129788455
OG0003183	ASIC008751	LOC129797397
OG0003184	ASIC014944, ASIC014955	LOC129792382
OG0003185	ASIC013207	LOC129796970
OG0003186	ASIC007048	LOC129790859
OG0003187	ASIC015438	LOC129795152
OG0003188	ASIC017642	LOC129790537
OG0003190	ASIC014025	LOC129793991
OG0003191	ASIC007561	LOC129791136
OG0003192	ASIC012818	LOC129788535
OG0003193	ASIC012177	LOC129793251
OG0003194	ASIC019471	LOC129796646
OG0003195	ASIC010457	LOC129786644
OG0003196	ASIC007347	LOC129790298
OG0003197	ASIC015506	LOC129788182, LOC129795441
OG0003198	ASIC013690, ASIC013689	LOC129792416
OG0003199	ASIC014783	LOC129786072
OG0003200	ASIC006850	LOC129788399
OG0003201	ASIC014021	LOC129797809
